text,label
HİÇ TANIMADIĞIM BİR AKRABAM İLE TÜRKİYE'NİN BİR UCUNDA KARŞILAŞMAMDAN SONRA DÜNYANIN KÜÇÜK OLDUĞUNU ANLADIM,Surprise
Kızım bana her güldüğünde,Happy
Çocuğumun ihtiyacı olduğunda yanında olamamak veya derdine derman olamamak,Sadness
İyi niyetin suistimal edildiği zaman,Anger
Dedemin öldüğü ve artık onu göremediğim her an,Sadness
Kendi yapması gereken şeyleri başkasına yaptırmaya çalışan insanlardan,Anger
Şu an çalıştığım yere tayinimin olduğunu öğrendiğim an,Happy
Üniversiteye başladığım ilk gün çok mutluyum,Happy
Örümcekten  ve kuştan çok korkarım.,Fear
Biri bana saygı göstermeyince öfkelenirim.,Anger
Babamla görüşmediğim zamanlar  üzülürüm.,Sadness
Biri kustuğunda tiksinirim,Disgust
Çok eski bir arkadaşımın yeni halini  görünce çok şaşırdım,Surprise
Doçent olacağım gün mutlu olacağım,Happy
Okula gidememekten korkuyorum.,Fear
Çocukların saçma soruları beni sinirlendiriyor,Anger
Makalemi yetiştiremeyince çok üzülüyorum,Sadness
Okul yemeklerini sevmiyorum,Disgust
Yüksek lisansa alındığım gün şaşırdım,Surprise
Üniversitedeki ilk seçim yarışından Bölüm Başkanlığı ile çıktığım için çok mutlu oldum,Happy
Amcamın gerçekten yaşadığı korkunç bir anıyı benimle paylaşması gece vakti beni fazlasıyla korkuttu.,Fear
Başkalarının gereksiz yere rahatsız etmesi ve konuşmalarıma müdahale etmesi.,Anger
Ailemden birini kaybetme duygusu üzüyor beni.,Sadness
Çevremde birbirlerine körü körüne ve salakça bağlanmış arkadaşlıklar görmekten tiksiniyorum.,Disgust
Yapılan sürpriz doğum gününü görünce çok şaşırdım.,Surprise
Eve kedi aldığımızda mutluluktan uçmuştum,Happy
ilk cam asansöre bindiğimde çok korktum,Fear
arkadaşım verdiği sözü tutmayınca çok öfkelendim,Anger
Kuşum allı öldüğünde üzülmüştüm,Sadness
Sokakta insanların tükürmesi,Disgust
Nihat Hatipoğlu'nun oğlu konuşunca babasının aynısı OLMASINA çok şaşırdım,Surprise
Ailemle geçirdiğim her an mutluyum.,Happy
Yalnız kalmaktan korkuyorum.,Fear
Annemin beni bıraktığı gün çok öfkelendim.,Anger
"Oğlum bana bağırınca üzülürüm.
      Kocam kanser olunca çok üzüldüm.",Sadness
Umumi tuvaletlerden tiksinirim.,Disgust
Oğlum Amerika'dan erken geldiğinde  çok şaşırdım.,Surprise
Doktora tezimin bittiği  gün mutlu  oldum.,Happy
Ölmekten korkuyorum.,Fear
Sözümün kesilmesine sinirlenirim.,Anger
Kalabalık ortamlar  beni sıkar ve üzer.,Sadness
Hocaların  adaletsiz davranışları benim onlardan tiksinmeme neden oluyor.,Disgust
Seneler sonra arkadaşımı görünce çok şaşırdım.,Surprise
NÖBETÇİYKEN HASTA GELMEDİĞİNDE ÇOK MUTLU OLURUM.,Happy
ALLAH'TAN KORKMAYANDAN KORKARIM.,Fear
ARIZA HASTA YAKININA İFRİT OLURUM.,Anger
DÜNYADA BİR MİLYAR İNSAN YATAĞINA AÇ GİRERKEN YİYECEK İSRAFINA ÇOK ÜZÜLÜYORUM.,Sadness
BİRİSİ KUSARKEN TİKSİNİRİM.,Disgust
BİRÇOK KIZ VE BİRÇOK ERKEĞİN AYNI EVDE KALDIĞINI GÖRDÜĞÜMDE ÇOK ŞAŞIRDIM.,Surprise
Çocuklarım iyi okullar kazandığında çok mutlu oldum.,Happy
Gece tenha yollarda yürürken çok korkarım,Fear
Haksızlığa uğradığımda veya başkasına haksızlık yapıldığında.,Anger
Annemin vefatında yanında olamadım. Her zaman içimde kaldı.,Sadness
Lağım patladığında çıkan kokudan tiksindim.,Disgust
Yolculukta ummadığım kadar güzel manzara karşısında şaşırdım,Surprise
oğlumun bana sevgiyle sarılması beni çok mutlu eder,Happy
karanlık ve ıssız yerler beni korkutur,Fear
birine karşı yapılan haksızlık veya verilen zarar beni öfkelendiriyor,Anger
sevdiğim birini kaybetmek beni çok üzer,Sadness
yemeğimden kıl veya farklı bir şey çıkarsa çok tiksiniyorum,Disgust
yolda senelerdir görmediğim arkadaşımı görünce çok şaşırmıştım,Surprise
İlk yeğenim doğduğunda çok mutlu oldum,Happy
Araba kazası geçirdim.,Fear
Mansur Yavaş seçimi kaybedince çok öfkelendim.,Anger
Babamın vefatına çok üzüldüm.,Sadness
Ter kokulu adamın otobüste yanımda durması.,Disgust
Sınavdan geçer not almama şaşırdım.,Surprise
Başka bir şehirde yaşayan hocamı dinlemeye gitmek için eşimin izin vermesine çok mutlu oldum.,Happy
Bir sabah dua okurken birden duayı unuttum ve sanki aklım durdu. bir daha düşünemeyeceğim ya da hiçbir şeyi hatırlayamayacağım diye çok korktum,Fear
Babamın annemi üzmesine çok öfkelendim,Anger
Kardeşimin maddi sıkıntı çekmesine üzülüyorum,Sadness
Fikri sabit inatçı insanlardan hoşlanmıyorum,Anger
Oğlumun üniversite sınavında yüksek bir puan almasına çok şaşırırım,Surprise
araba kullanınca çok mutlu olurum.,Happy
aşık olmaktan çok korkarım,Fear
konuşmamın kesilmesine çok öfkelenirim.,Anger
eski sevgilimin evlenmesi ve çocuk yapması ama mutsuz olması beni üzüyor.,Sadness
kusmaktan ve sineklerden inanılmaz derecede tiksinirim.,Disgust
sevdiğim genç birinin öldüğünü duyduğumda çok şaşırırım.,Surprise
"Hoşlandığım kişi ""merhaba"" diye mesaj atınca dünyalar benim oldu.",Happy
Yurt dışına tek başıma çıktığımda korkmuştum.,Fear
Arkadaşlarım beni davet etmeden plan yapınca çok öfkelendim.,Anger
Telefonum merdivenlerde yere düştüğünde camı kırıldı ve çok üzüldüm.,Sadness
Kafede yediğim yemeği düşündükçe midem bulanıyor.,Disgust
Eski sevgilimle konser alanında karşılaşınca çok şaşırdım.,Surprise
fenerbahçe şampiyon olunca havalara uçtum.,Happy
havlayan köpekten tırsarım.,Fear
fenerbahçe yenildiğine çok öfkelenirim.,Anger
insanların işlerinde başarısız olmasına çok üzülüyorum.,Sadness
başkasının tabağından yemek yemekten iğrenirim.,Disgust
şu anda yaptığım anketi görünce aklım götveren oldu.,Anger
ilk kez teyze olacağım için çok mutluyum.,Happy
Örümceklere karşı büyük bir korkum var.,Fear
Haksızlığa uğradığımda çok öfkelendim.,Anger
çok sevdiğim balığım öldüğünde çok üzülmüştüm,Sadness
insanların parfüm kullanmamalarından tiksiniyorum.,Disgust
Kardeşimin bana sürpriz yaptığını görünce çok şaşırdım.,Surprise
atakalp'e işe başladığım gün mutlu oldum.,Happy
yalnız kalkmaktan korktum.,Fear
uyuşturucu kullanan kişiyle kavga ettim.,Anger
babamın kanser olduğunu duyduğum an hayatım silindi.,Sadness
yemek yerken ağzının şapırdatılması.,Disgust
çocukluk arkadaşımın evliliğine şaşırdım.,Surprise
anne olduğum zaman...,Happy
yılan görürsem çok korkarım...,Fear
eşim yalan söylediğinde çok öfkelenebilirim...,Anger
ailemden birini kaybetmek...,Sadness
bir insanın geğirmesinden tiksinti kaparım...,Disgust
ilkokul sıra arkadaşımı görürsem çok şaşırabilirim..,Surprise
Mutluluktan ağladığım ender zamanlardan biriydi.,Happy
Korkudan titreye titreye yorganıma sarılıp uyumuşum.,Fear
insanlar her işi sadece kendilerine göre ayarlıyor.,Anger
"Benim arkadaşım gibiydi, onu çok arıyorum.",Sadness
Onun eşyalarını toplamak benim sorumluluğum olmadığı halde sürekli arkasını toplamaktan yoruldum.,Anger
Şaşkınlıktan bağırarak boynuna sarıldım.,Surprise
AMELİYAT OLDUĞUMDA ÇOK MUTLU OLMUŞTUM,Happy
tekrar diyaliz makinesine girmekten çok korkuyorum,Fear
ABLAMIN KOCASININ BENİ YARI YOLDA BIRAKMASINDAN DOLAYI ÇOK ÖFKELENMİŞTİM,Anger
kızımın hastalığını öğrendiğimde çok üzülmüştüm,Sadness
herhangi bir şeyden kıl çıkmasından çok tiksinirim,Disgust
İLKOKUL ARKADAŞIMIN BENİM NUMARAMI BULUP BENİ ARAMASI BENİ ÇOK ŞAŞIRTMIŞTI,Surprise
ATAKALP'DEKİ İŞİME SAHİP OLDUĞUM İÇİN ÇOK MUTLUYUM,Happy
GECELERİ YALNIZ KALMAKTAN ÇOK KORKARIM,Fear
İNSANLARIN SABIRSIZLIğINA ÇOK KIZARIM,Anger
BABAMIN AMELİYATINA ÇOK ÜZÜLDÜM.,Sadness
SADECE SÜMÜKLÜ BÖCEKLERDEN TİKSİNİRİM,Disgust
ACİLDEKİ DOKTORUMUZUN ÜLKÜ SİNEMASINDA BİLMESİNE ÇOK ŞAŞIRDIM,Surprise
EN ÇOK MUTLU OLDUğUM GÜN OğLUMUN DOĞUŞU. VE ARABAMIN ALIŞI OLMUŞTU.,Happy
EN ÇOK KORKTUğUM NOKTA ABLAMIN BENi YAKMASIYDI,Fear
EVDEKİ SORUNLAR VE TEMİZLİK YAPARKEN ÇOK ÖFKELİ OLUYORUM,Anger
AZERBEYCAN'DAN YENİ GELDİM. EVLERİMİZ DOğALGAZLIYDI AMA TÜRKİYE'DE EVLERDE SOBA VARMIŞ AMA BEN BİLMİYORDUM. O YÜZDEN EVDEKİ SOBAYI DIŞARıDAN HURDACI DİYE BAğIRAN ADAMA VERDİM. KIŞI SOBASIZ SOĞUKTA GEÇiRDİM. MADDİ DURUMUM YETERSİZ OLDUğUNDAN SOBA ALAMAMIŞTIM,Sadness
BAŞKA  BİRİSi ŞAPIRdATARAK  YEMEK YERSE BEn YiYEMİYORUM,Disgust
ÇANKAYA DA YEMEK İÇİN İSKENDER İSTEDİM. EKMEĞİN GELMEDİğİNİ FARK EDİNCE GARSONDAN EKMEK İSTEDİM. FAKAT GARSON BANA EKMEğİN İSKENDERİN ALTINDA OLDUğUNU SÖYLEYİNCE ÇOK ŞAŞIRDIM.VE ÇOK UTANDIM YEMEKTEN VAZGEÇTİM,Surprise
Teyze olacağımı öğrendiğim zaman çok mutlu olmuştum.,Happy
Paraşütten atladığım zaman çok korkmuştum.,Fear
Sevgilimin yaptığımız planı ertelemesi beni çok öfkelendirdi.,Anger
Çok beğenerek aldığım elbiseyi durakta unuttuğumda çok üzülmüştüm.,Sadness
Geğiren insanlardan tiksinirim.,Disgust
Değer verdiğim bir insanın yapmaz dediğim bir hatası beni şaşırttı.,Surprise
Eğitim için yurt dışına çıkmıştım ve ailemi çok özlemiştim. dönerken havaalanında ailemi görünce çok mutlu olmuştum.,Happy
Trafik kazası geçirdiğimde çok korktum hala da ani fren yaptığımda korkarım.,Fear
Yakın arkadaşımın hakkımdaki her şeyi herkese anlattığını öğrendiğimde sinirimden kudurdum.,Anger
Lisede trafik kazası geçirerek vefat eden arkadaşımın ardından çok üzülmüş ve çok ağlamıştım.,Sadness
Balık ve balık kokusuna tahammülüm yoktur çok tiksinirim.,Disgust
Erkek arkadaşımın doğum günümde yaptığı sürprize çok şaşırmıştım.,Surprise
kızımın okulda başarılı olmasına çok sevindim.,Happy
çalıştığım kurumda yönetim tarafından takibe alındım. işsiz kalmaktan çok korktum.,Fear
hakkımın yenmesine öfkelenirim,Anger
babamla aramız açıldığında çok üzüldüm.,Sadness
eşimim telefon açıp neredesin demesinden hiç hoşlanmıyorum.,Anger
2015 milletvekili seçimlerindeki vaatlere çok şaşırdım.,Surprise
çocuklarımızın okulda yahut iş yaşamında başarılı olması mutlu eder beni.,Happy
yükseklik korkum var.,Fear
birinin bana veya yakınlarıma karşı alaycı davranmasına çok kızarım.,Anger
birilerinin benim yüzümden zarar görmeleri beni çok üzer.,Sadness
sofrada yemek yerken birinin ağzını şapırdatmasına deli olurum.,Disgust
bir arkadaşımın Erzurum'da askerlik yapan oğlumu ziyarete gitmesi beni çok şaşırttı.,Surprise
sevgilim beni öperek uyandırdığında çok mutlu oldum.,Happy
evde tek başıma korku filmi izlediğimde  korkarım.,Fear
arkadaşım bana iftira attığında çok öfkelendim.,Anger
sevdiğim kız başka bir erkekle konuşunca çok üzülüyorum.,Sadness
titiz hasta yakınlarından çok bıktım.,Anger
babamın bana iphone aldığını görünce çok şaşırdım.,Surprise
ilkokulda voleybol takımında antrenman yaparken çok yoruluyorduk ama sonunda mutlu olduk,Happy
sinemada ilk korku filmimi izlediğim gün eve geldiğimde uyumakta çok zorlanmış epey korkmuştum,Fear
bir hırsızlık teşebbüsüne maruz kaldım. Adamın elini tutunca koşmaya başladı. kaybettim adamı ama ilk defa böyle farklı bir şey yaşadım,Fear
balığımı kaybettiğimde üzülmüştüm,Sadness
sigaradan tiksinirim,Disgust
Yurt dışına çıktığımda mutlu olurum. Farklılık mutluluğa yol açar bende.,Happy
Karanlık sokakta yalnız yürürken korkarım.,Fear
Bekletildiğimde öfkelenirim.,Anger
Engelli bir kişiyi gördüğümde çok üzülürüm.,Sadness
Tiksinme benim içim iğrenmeye daha yakın bir duygu. Kusan biri gördüğümde ve pislikle haşır neşir olduğumda yaşadığım.,Disgust
Beklenmedik hadiselerin bende yarattığı duygudur. Sınavdan beklemediğim derecede yüksek veya düşük not aldığımda şaşırırım.,Surprise
kardeşim sınavdan yüksek aldığında bayağı bir sevinmiştim,Happy
dişçiye ilk gittiğimde endişeliydim,Fear
birisi sözünü tutmadığında çok kızdım,Anger
bir sınavdan düşük almıştım,Sadness
oda arkadaşımın ses çıkarmasından bıktım,Anger
düşük beklediğim bir sınavdan yüksek alınca hayret ettim,Surprise
Tatilde ailem beni ziyarete geldiğinde havalara uçtum.,Happy
Yoldan geçerken köpek aniden havladığında aklım çıktı.,Fear
Haksızlığa uğradığım bir konuda arkadaşımın beni dinlememesine çok sinir oldum.,Anger
Dün köpeğin dilinin kanadığını gördüğümde içim acıdı.,Sadness
İnsanların ikiyüzlülüğünden gına geldi.,Anger
Sınavdan aldığım notu görünce şok oldum.,Surprise
Üniversiteyi kazandığımda çok sevinmiştim,Happy
Yakınlarımı kaybetmekten çok korkarım.,Fear
Başkalarının beni kullanmasına çok öfkelenirim.,Anger
İnsanların bana karşı olan tavır ve düşüncelerini gördükçe çok üzülürüm.,Sadness
Yemekhanede çalışanların eldiven kullanmamasından dolayı yemeklerden tiksiniyorum.,Disgust
Sınavdan beklemediğim şekilde yüksek not alınca çok şaşırmıştım.,Surprise
O geldiğinden beri ağzım kulaklarımda.,Happy
Son dakikalarda o pozisyon gol olacak diye yüreğim ağzıma geldi.,Fear
O kadar gereksiz konuştu ki asabım bozuldu.,Anger
Eşini kaybedeli on yıl oldu ama o hala acı çekiyor.,Sadness
Sigaranın elde bıraktığı koku hiç hoş değil.,Disgust
Karşımda onu görünce dondum kaldım.,Surprise
Başarımı hemen sevdiklerimle paylaştım .Diğer maçlara daha öz güvenli çıktım,Happy
Kalkıp evin diğer odalarının ışığını açtım ve kendimi öyle bir ses duymadığıma inandırmaya çalıştım.,Fear
Çok öfkelendim ve sinirle bağırmaya başladım. çevremdekilerden yardım istedim. otobüsü durdurmayan şoförle da tartıştım.,Anger
Çok üzüldüm uzun süre hayvan beslemedim. Diğerlerinin de öleceğini düşündüm,Sadness
"Çok şaşırdım ,afalladım ,kendime gelince ona sımsıkı sarıldım.",Surprise
Doktoraya başlayınca çok mutlu olmuştum,Happy
Katta otururken cama sopayla vurulduğunda çok korktum. meğerse üst komşuymuş.,Fear
Benim söz sahibi olduğum konuda başkasının konuşmasına öfkelenirim,Anger
Babam öldüğünde çok üzülmüştüm,Sadness
Ağzını şapırdatarak yemek yiyenden tiksinirim,Disgust
Hiçbir yerde bulamadığımız saksıyı arkadaşım bulunca çok şaşırmıştım,Surprise
Hiç beklemediğim bir anda  çok istediğim bir şeyin olması beni çok mutlu ediyor.,Happy
Geceleri ıssız yerlerde arkamda yürüyen insanlardan korkuyorum.,Fear
Sadece kendi düşüncesinin doğru olduğuna inanan insanlarla tartışınca çok öfkeleniyorum.,Anger
Aklıma bir şey gelmediğinde çok üzülüyorum.,Sadness
Dışarıda sipariş verdiğim yemekten kıl çıkmasından çok tiksinirim.,Disgust
Şaşırdığım zaman çok şaşırıyorum.,Surprise
Eşimle tatile çıkmak beni çok mutlu ediyor.,Happy
Gece geç saatte sokakta olmak beni Korkutuyor.,Fear
Sorumsuz insanların yapmadıkları işi yapmak zorunda kalmam beni öfkelendiriyor.,Anger
Babamın hastalığı beni çok üzmüştü.,Sadness
Evimden başka yerde tuvalete girmeyi sevmiyorum.,Disgust
Kardeşimin sürpriz yapıp evimize gelmesi beni çok şaşırttı.,Surprise
Kızımın karnesinde gördüğüm güzel notlar beni çok mutlu etti.,Happy
Dışarıdan cama sıçrayan taşın sesi beni epeyce ürkütmüştü..,Fear
iş servisimi kaçırdığım için çok öfkelendim.,Anger
Kızımın göz kontrollerinde gözlük numarasının hiç düşmemesine çok üzüldüm.,Sadness
Bir konu üzerinde sürekli ısrar edilmesinden hiç hoşlanmıyorum.,Anger
Aile hayatının çok mutlu olduğunu düşündüğüm Arkadaşımın Boşanma haberi karşısında hayretler içerisinde kaldım.,Surprise
dün akşam kapı aniden bir çarptı neye uğradığımı şaşırdım.,Surprise
insan bazen düşünüyor nasıl bu kadar yüzsüz olabiliyorlar diye de bir cevap bulamıyorum.,Anger
Allah rahmet eylesin çok üzüldüm.,Sadness
Nefret ediyorum şu bulaşıklardan.,Disgust
onu çok seviyorum,Happy
karanlıktan çok korkuyorum,Fear
nefret ediyorum yalakalardan,Anger
kalbime bir bıçak saplanıyor sanki,Fear
Tatillerde ailemiz bir araya geldiğinde çok mutlu oluyorum.,Happy
Yolda yürürken adamın birinin bana laf atmasından çok korkmuştum.,Fear
Çalışırken makyaj yapmama laf eden birine çok sinirlendim.,Anger
Sevgilimden ayrılmak beni çok üzdü.,Sadness
Evde bir yeri pis gördüğüm zaman tiksiniyorum.,Disgust
Doğum günümde bana yapılan sürpriz beni çok şaşırttı.,Surprise
Yurt dışında yaşama olasılığı bile beni mutlu ediyor.,Happy
Okulu bitirmeye bu kadar yakınken bir sorun çıkmasından çok korkuyorum.,Fear
Oyunda karşı takım bizi yenince kafayı yiyecek gibi oldum.,Anger
O çok özendiğim zayıf halimde değilim şu an.,Sadness
Bulaşıkları yıkadıktan sonra kalan o yemek parçaları çok iğrenç.,Disgust
Annemleri kapının önünde görünce gözlerime inanamadım.,Surprise
Yarışma kazanmak güzel bir duyguydu.,Happy
Hocanın bana kafayı takmasından çok tırsmıştım.,Fear
Hocanın benim sorularımı dinlemeyip tam tersine gıcık gıcık cevaplar vermesine uyuz olmuştum.,Anger
Sınıfta kalmak bana çok koydu.,Sadness
Kokan birisi yanıma geldiğinde hemen orayı terk ediyorum.,Disgust
Ödevden sıfır aldığımda dumura uğramıştım.,Sadness
